CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
88264,1.0,26.0,Computer,1,27.0,CC,Male,3.0,4,Laptop & Accessory,3,Single,2.0,1,20.0,4.0,4.0,7.0,107.0
54242,1.0,2.0,Phone,2,13.0,Debit Card,Male,3.0,4,Mobile Phone,5,Married,4.0,1,22.0,1.0,2.0,1.0,154.0
97958,0.0,4.0,Computer,3,15.0,Credit Card,Male,4.0,5,Laptop & Accessory,5,Single,5.0,0,14.0,1.0,2.0,1.0,151.0
133413,0.0,31.0,Mobile Phone,1,,UPI,Male,2.0,4,Mobile Phone,4,Divorced,1.0,1,,1.0,4.0,5.0,193.0
94515,1.0,8.0,Mobile Phone,3,19.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Single,5.0,0,14.0,3.0,7.0,3.0,130.0
114033,1.0,7.0,Phone,1,11.0,Debit Card,Male,3.0,2,Laptop & Accessory,2,Single,6.0,0,17.0,1.0,3.0,3.0,120.0
84225,0.0,7.0,Phone,1,22.0,Debit Card,Male,1.0,2,Mobile,3,Married,1.0,0,15.0,1.0,4.0,4.0,149.0
125190,1.0,1.0,Phone,1,30.0,Credit Card,Female,3.0,3,Laptop & Accessory,4,Single,12.0,1,21.0,2.0,3.0,1.0,135.0
111248,1.0,1.0,Phone,1,12.0,Credit Card,Male,3.0,4,Mobile Phone,5,Married,3.0,1,14.0,0.0,2.0,3.0,139.0
93909,1.0,2.0,Phone,2,12.0,COD,Female,3.0,5,Laptop & Accessory,2,Single,7.0,1,12.0,2.0,4.0,4.0,112.0
122428,1.0,2.0,Phone,2,17.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,4.0,1,21.0,0.0,2.0,6.0,154.0
150080,1.0,25.0,Mobile Phone,3,13.0,Credit Card,Male,4.0,4,Fashion,3,Married,8.0,1,22.0,4.0,6.0,,173.0
80296,0.0,39.0,Mobile Phone,1,30.0,Debit Card,Female,3.0,3,Fashion,4,Single,9.0,0,19.0,4.0,6.0,5.0,262.0
70986,1.0,8.0,Computer,2,37.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Single,4.0,1,18.0,4.0,8.0,6.0,201.0
100744,0.0,20.0,Mobile Phone,2,6.0,E wallet,Male,4.0,4,Others,2,Married,7.0,0,16.0,1.0,3.0,3.0,236.0
85335,0.0,8.0,Mobile Phone,1,10.0,Credit Card,Male,3.0,5,Mobile,4,Married,2.0,1,12.0,1.0,4.0,3.0,204.0
106454,0.0,25.0,Mobile Phone,3,,Credit Card,Male,4.0,5,Mobile,4,Married,7.0,0,17.0,3.0,6.0,2.0,228.0
82053,1.0,0.0,Phone,1,22.0,Credit Card,Female,3.0,6,Fashion,3,Married,3.0,0,13.0,2.0,2.0,0.0,142.0
50959,1.0,6.0,Phone,3,27.0,Credit Card,Male,3.0,3,Mobile,4,Married,4.0,0,12.0,2.0,3.0,0.0,135.0
55610,0.0,5.0,Phone,1,8.0,Credit Card,Male,4.0,4,Laptop & Accessory,2,Married,2.0,1,17.0,3.0,4.0,10.0,176.0
145844,0.0,13.0,Phone,1,25.0,Debit Card,Male,3.0,4,Mobile,2,Single,3.0,1,11.0,1.0,2.0,2.0,171.0
110508,1.0,12.0,Phone,3,31.0,Credit Card,Female,3.0,5,Mobile,1,Married,5.0,1,14.0,0.0,1.0,0.0,96.0
54574,0.0,11.0,Phone,1,12.0,Credit Card,Male,2.0,3,Others,3,Single,2.0,1,16.0,1.0,2.0,3.0,227.0
140859,1.0,1.0,Phone,2,26.0,Credit Card,Male,4.0,4,Fashion,4,Married,1.0,0,14.0,3.0,3.0,5.0,176.0
130323,0.0,17.0,Mobile Phone,1,7.0,Credit Card,Male,3.0,3,Laptop & Accessory,3,Single,5.0,0,12.0,0.0,2.0,1.0,119.0
89655,0.0,4.0,Phone,2,36.0,E wallet,Male,3.0,4,Mobile Phone,3,Married,3.0,0,,1.0,2.0,0.0,156.0
67000,0.0,18.0,Mobile Phone,1,15.0,Debit Card,Male,3.0,4,Others,2,Married,3.0,0,16.0,1.0,2.0,2.0,211.0
135041,0.0,20.0,Mobile Phone,1,19.0,Debit Card,Male,3.0,4,Others,3,Single,2.0,1,22.0,4.0,4.0,1.0,194.0
52187,0.0,9.0,Phone,3,20.0,COD,Male,4.0,3,Others,4,Single,2.0,0,12.0,4.0,6.0,7.0,208.0
78678,1.0,6.0,Phone,1,22.0,Debit Card,Female,4.0,4,Fashion,3,Married,6.0,0,18.0,2.0,3.0,7.0,260.0
79346,1.0,0.0,Mobile Phone,3,10.0,E wallet,Male,3.0,4,Laptop & Accessory,2,Married,3.0,0,15.0,1.0,3.0,2.0,145.0
149300,0.0,33.0,Mobile Phone,1,22.0,Debit Card,Male,3.0,4,Mobile Phone,5,Single,3.0,0,18.0,1.0,8.0,5.0,186.0
96269,0.0,5.0,Mobile Phone,1,9.0,Debit Card,Female,2.0,3,Laptop & Accessory,2,Married,4.0,0,16.0,1.0,2.0,1.0,165.0
132779,1.0,9.0,Mobile Phone,2,9.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Single,4.0,1,18.0,1.0,5.0,,181.0
139382,0.0,9.0,Phone,1,15.0,Debit Card,Female,2.0,4,Others,1,Single,3.0,1,12.0,1.0,3.0,2.0,255.0
58333,0.0,25.0,Mobile Phone,2,20.0,Debit Card,Male,2.0,4,Mobile Phone,4,Married,3.0,0,14.0,4.0,8.0,10.0,194.0
91910,0.0,7.0,Mobile Phone,1,11.0,Debit Card,Male,3.0,5,Mobile Phone,2,Divorced,2.0,0,20.0,3.0,4.0,4.0,167.0
111117,0.0,10.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,4,Fashion,3,Married,2.0,0,17.0,2.0,5.0,10.0,189.0
83395,0.0,11.0,Mobile Phone,2,14.0,Debit Card,Male,3.0,4,Mobile Phone,4,Married,11.0,0,19.0,2.0,2.0,2.0,217.0
102649,0.0,,Mobile Phone,3,16.0,COD,Male,2.0,4,Fashion,2,Married,4.0,1,19.0,5.0,8.0,8.0,219.0
74356,1.0,12.0,Computer,3,26.0,CC,Male,2.0,3,Mobile,1,Single,4.0,0,11.0,0.0,2.0,7.0,113.0
125674,0.0,4.0,Computer,2,15.0,Debit Card,Male,3.0,4,Fashion,3,Single,5.0,0,13.0,0.0,1.0,0.0,143.0
112443,0.0,35.0,Phone,2,5.0,COD,Male,2.0,4,Others,1,Married,5.0,0,14.0,,9.0,10.0,275.0
113983,0.0,9.0,Phone,1,13.0,Debit Card,Male,2.0,5,Mobile Phone,5,Married,2.0,1,16.0,5.0,7.0,7.0,200.0
111208,1.0,15.0,Phone,2,27.0,Debit Card,Male,3.0,2,Fashion,5,Divorced,7.0,0,12.0,2.0,5.0,15.0,175.0
147352,1.0,1.0,Computer,1,9.0,Debit Card,Male,3.0,4,Fashion,3,Divorced,14.0,1,13.0,2.0,2.0,2.0,201.0
62363,0.0,8.0,Mobile Phone,3,13.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,3.0,0,15.0,3.0,3.0,3.0,197.0
124492,0.0,9.0,Mobile Phone,1,19.0,Credit Card,Male,4.0,5,Mobile,3,Married,6.0,1,15.0,0.0,1.0,0.0,203.0
109842,0.0,0.0,Computer,3,25.0,E wallet,Male,3.0,5,Laptop & Accessory,2,Single,3.0,1,19.0,0.0,2.0,1.0,150.0
120993,0.0,18.0,Mobile Phone,3,8.0,Credit Card,Female,3.0,4,Mobile Phone,4,Married,6.0,1,15.0,0.0,1.0,3.0,231.0
96358,0.0,13.0,Phone,3,7.0,Credit Card,Male,,3,Mobile Phone,2,Married,3.0,1,13.0,2.0,4.0,0.0,141.0
129071,0.0,13.0,Phone,3,10.0,Credit Card,Male,3.0,2,Mobile Phone,2,Married,9.0,1,12.0,0.0,4.0,9.0,169.0
78769,0.0,6.0,Mobile Phone,3,40.0,Credit Card,Female,2.0,4,Laptop & Accessory,2,Divorced,3.0,0,16.0,0.0,1.0,0.0,119.0
95284,0.0,11.0,Phone,1,15.0,Debit Card,Male,4.0,3,Laptop & Accessory,4,Single,3.0,0,16.0,5.0,6.0,5.0,176.0
80404,0.0,8.0,Phone,3,12.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,2.0,0,15.0,1.0,1.0,1.0,145.0
116508,0.0,15.0,Phone,1,12.0,Credit Card,Female,4.0,5,Mobile Phone,4,Married,3.0,1,15.0,1.0,2.0,2.0,108.0
64177,0.0,8.0,Mobile Phone,3,41.0,Debit Card,Female,4.0,6,Mobile,3,Single,7.0,0,14.0,0.0,1.0,12.0,219.0
95206,0.0,11.0,Mobile Phone,2,17.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Married,5.0,0,20.0,0.0,1.0,5.0,124.0
56590,0.0,32.0,Phone,2,13.0,Debit Card,Male,4.0,4,Mobile Phone,2,Married,1.0,1,14.0,1.0,2.0,10.0,226.0
97945,0.0,8.0,Mobile Phone,2,23.0,Debit Card,Male,2.0,4,Fashion,5,Single,6.0,1,17.0,1.0,2.0,0.0,177.0
101025,0.0,22.0,Mobile Phone,2,17.0,Credit Card,Male,3.0,3,Mobile Phone,4,Married,4.0,1,14.0,2.0,3.0,6.0,243.0
111615,0.0,6.0,Mobile Phone,2,13.0,Credit Card,Male,3.0,5,Mobile Phone,4,Divorced,3.0,1,13.0,2.0,6.0,9.0,197.0
101263,0.0,18.0,Computer,3,9.0,Credit Card,Male,4.0,5,Laptop & Accessory,3,Married,6.0,0,17.0,2.0,1.0,0.0,146.0
101007,1.0,5.0,Mobile Phone,3,11.0,COD,Male,3.0,2,Fashion,1,Married,1.0,0,20.0,3.0,5.0,11.0,192.0
128349,1.0,20.0,Computer,2,10.0,UPI,Female,3.0,4,Fashion,5,Divorced,5.0,1,14.0,2.0,3.0,7.0,170.0
103373,1.0,23.0,Mobile Phone,1,17.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Married,2.0,1,20.0,4.0,8.0,5.0,245.0
113697,1.0,11.0,Mobile Phone,1,14.0,CC,Male,3.0,4,Grocery,3,Married,2.0,1,12.0,1.0,1.0,4.0,221.0
85031,0.0,4.0,Mobile Phone,2,22.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Single,2.0,1,17.0,2.0,4.0,6.0,167.0
91140,0.0,16.0,Mobile Phone,1,22.0,Credit Card,Female,2.0,5,Mobile,2,Married,7.0,0,20.0,1.0,2.0,5.0,200.0
115457,0.0,4.0,Phone,3,27.0,Credit Card,Male,3.0,5,Fashion,2,Divorced,1.0,1,13.0,2.0,5.0,4.0,154.0
106815,0.0,3.0,Mobile Phone,2,24.0,Credit Card,Male,3.0,4,Others,4,Married,2.0,0,25.0,0.0,1.0,3.0,175.0
80920,0.0,9.0,Mobile Phone,2,16.0,CC,Female,2.0,2,Laptop & Accessory,4,Married,8.0,0,16.0,1.0,2.0,6.0,166.0
139172,0.0,2.0,Mobile Phone,1,6.0,E wallet,Male,3.0,4,Laptop & Accessory,4,Single,4.0,0,18.0,3.0,3.0,8.0,222.0
74285,0.0,4.0,Mobile Phone,2,15.0,Debit Card,Female,3.0,4,Mobile Phone,4,Divorced,4.0,1,17.0,2.0,3.0,2.0,134.0
121662,0.0,6.0,Mobile Phone,3,10.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Single,6.0,1,16.0,1.0,2.0,6.0,146.0
67992,0.0,5.0,Phone,2,23.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Divorced,5.0,0,13.0,0.0,2.0,4.0,172.0
140602,0.0,10.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Divorced,8.0,1,19.0,1.0,3.0,10.0,177.0
67779,1.0,10.0,Computer,2,16.0,Credit Card,Male,3.0,4,Mobile Phone,2,Divorced,3.0,1,20.0,1.0,1.0,0.0,173.0
132155,1.0,7.0,Mobile Phone,1,29.0,Credit Card,Male,2.0,5,Others,3,Married,5.0,0,18.0,,5.0,7.0,180.0
94525,1.0,1.0,Mobile Phone,1,,Credit Card,Male,5.0,5,Laptop & Accessory,3,Married,4.0,1,15.0,2.0,5.0,6.0,166.0
118659,0.0,13.0,Phone,2,8.0,Debit Card,Female,3.0,3,Mobile,4,Single,1.0,0,20.0,2.0,3.0,0.0,242.0
98467,1.0,3.0,Mobile Phone,1,8.0,Credit Card,Female,3.0,4,Laptop & Accessory,4,Divorced,5.0,1,16.0,3.0,6.0,3.0,72.0
132529,0.0,7.0,Computer,3,36.0,Credit Card,Female,4.0,3,Laptop & Accessory,3,Married,11.0,0,15.0,3.0,2.0,0.0,118.0
74931,1.0,10.0,Mobile Phone,2,22.0,E wallet,Female,3.0,5,Mobile,2,Single,5.0,0,12.0,0.0,1.0,,195.0
69172,1.0,5.0,Computer,2,10.0,Debit Card,Male,3.0,4,Mobile Phone,5,Married,2.0,0,13.0,5.0,5.0,8.0,185.0
74314,0.0,7.0,Phone,2,12.0,Debit Card,Female,3.0,3,Laptop & Accessory,4,Married,3.0,0,15.0,0.0,2.0,6.0,90.0
79666,0.0,2.0,Mobile Phone,1,18.0,Credit Card,Male,4.0,5,Mobile Phone,1,Married,5.0,0,14.0,5.0,7.0,8.0,187.0
98120,0.0,21.0,Mobile Phone,2,19.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,6.0,1,13.0,1.0,4.0,6.0,167.0
105251,0.0,10.0,Mobile Phone,1,18.0,Debit Card,Male,4.0,2,Laptop & Accessory,1,Married,2.0,1,21.0,2.0,3.0,2.0,102.0
78482,0.0,2.0,Mobile Phone,1,7.0,Debit Card,Male,2.0,4,Mobile Phone,1,Single,7.0,0,12.0,1.0,2.0,3.0,179.0
77551,0.0,16.0,Phone,2,27.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,1.0,0,23.0,3.0,3.0,5.0,129.0
135861,1.0,9.0,Mobile Phone,2,39.0,Debit Card,Male,3.0,4,Mobile,2,Married,4.0,1,12.0,1.0,3.0,5.0,227.0
137194,0.0,6.0,Computer,1,8.0,Credit Card,Male,1.0,4,Mobile Phone,4,Single,5.0,0,15.0,0.0,3.0,10.0,120.0
93985,0.0,9.0,Computer,2,11.0,Debit Card,Male,3.0,2,Laptop & Accessory,4,Married,7.0,0,19.0,2.0,2.0,2.0,165.0
146735,1.0,1.0,Phone,1,22.0,Debit Card,Male,2.0,4,Fashion,3,Married,1.0,1,13.0,1.0,2.0,0.0,118.0
134827,1.0,3.0,Phone,1,15.0,Debit Card,Female,3.0,3,Laptop & Accessory,2,Married,1.0,0,12.0,5.0,6.0,5.0,205.0
130066,0.0,0.0,Phone,1,22.0,Debit Card,Male,3.0,4,Mobile Phone,3,Single,2.0,0,16.0,1.0,2.0,2.0,156.0
55328,0.0,19.0,Phone,2,6.0,Debit Card,Male,2.0,4,Grocery,2,Married,2.0,1,16.0,4.0,7.0,7.0,213.0
60565,0.0,16.0,Mobile Phone,3,15.0,Credit Card,Male,2.0,3,Laptop & Accessory,4,Single,4.0,0,12.0,4.0,10.0,8.0,142.0
92754,0.0,7.0,Computer,2,10.0,Credit Card,Male,4.0,5,Fashion,1,Single,4.0,0,12.0,3.0,3.0,4.0,175.0
124838,1.0,42.0,Mobile Phone,1,15.0,Credit Card,Female,3.0,5,Fashion,5,Married,4.0,0,13.0,3.0,4.0,21.0,216.0
119406,0.0,25.0,Computer,2,12.0,E wallet,Male,2.0,4,Fashion,1,Married,5.0,0,13.0,2.0,3.0,0.0,179.0
149070,0.0,7.0,Phone,2,20.0,E wallet,Male,2.0,2,Laptop & Accessory,4,Married,9.0,1,11.0,6.0,3.0,2.0,143.0
115071,1.0,6.0,Phone,3,7.0,Debit Card,Female,2.0,3,Mobile Phone,5,Married,1.0,1,18.0,0.0,1.0,1.0,158.0
70460,0.0,12.0,Computer,2,11.0,E wallet,Male,5.0,5,Mobile Phone,4,Married,6.0,0,19.0,2.0,3.0,3.0,167.0
98433,0.0,7.0,Computer,1,15.0,Credit Card,Male,3.0,4,Laptop & Accessory,2,Married,5.0,1,16.0,1.0,1.0,4.0,131.0
91548,1.0,18.0,Mobile Phone,2,8.0,E wallet,Male,3.0,4,Mobile Phone,4,Married,4.0,1,16.0,1.0,3.0,6.0,223.0
148895,0.0,1.0,Phone,2,13.0,Credit Card,Male,2.0,2,Mobile Phone,2,Married,2.0,0,13.0,0.0,1.0,1.0,144.0
136162,1.0,1.0,Phone,1,11.0,Credit Card,Male,3.0,3,Mobile,2,Single,3.0,1,11.0,1.0,2.0,3.0,173.0
75686,0.0,26.0,Mobile Phone,2,8.0,Debit Card,Female,3.0,6,Fashion,3,Married,3.0,0,12.0,2.0,3.0,4.0,227.0
90409,1.0,,Mobile Phone,2,26.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Married,3.0,0,12.0,0.0,1.0,2.0,122.0
113601,0.0,3.0,Phone,2,34.0,Debit Card,Male,2.0,4,Others,5,Single,3.0,0,13.0,,4.0,6.0,193.0
110042,1.0,2.0,Mobile Phone,3,8.0,Credit Card,Male,2.0,4,Laptop & Accessory,2,Divorced,7.0,0,23.0,2.0,4.0,4.0,189.0
146208,0.0,20.0,Mobile Phone,3,10.0,E wallet,Male,4.0,3,Mobile Phone,4,Married,1.0,0,13.0,1.0,2.0,2.0,196.0
131086,0.0,31.0,Phone,2,,E wallet,Male,3.0,5,Mobile Phone,1,Divorced,7.0,0,15.0,2.0,5.0,6.0,192.0
122729,0.0,6.0,Computer,1,12.0,Credit Card,Male,4.0,4,Laptop & Accessory,4,Single,8.0,0,12.0,3.0,2.0,7.0,185.0
148652,1.0,6.0,Mobile Phone,2,7.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Married,6.0,1,12.0,0.0,3.0,2.0,189.0
133197,1.0,8.0,Phone,3,,COD,Male,4.0,2,Laptop & Accessory,3,Single,5.0,1,12.0,0.0,2.0,1.0,140.0
73333,1.0,5.0,Computer,2,13.0,CC,Male,3.0,3,Fashion,1,Divorced,4.0,1,16.0,3.0,4.0,1.0,156.0
60666,0.0,18.0,Computer,1,6.0,Credit Card,Male,2.0,2,Grocery,3,Married,6.0,1,15.0,0.0,3.0,2.0,173.0
139710,0.0,8.0,Mobile Phone,1,5.0,Credit Card,Male,4.0,5,Grocery,2,Married,6.0,1,16.0,,4.0,0.0,199.0
137174,0.0,21.0,Mobile Phone,2,10.0,Debit Card,Female,2.0,3,Mobile Phone,2,Married,3.0,0,14.0,4.0,7.0,13.0,216.0
110742,1.0,2.0,Phone,1,6.0,Debit Card,Male,4.0,5,Mobile,3,Single,3.0,0,17.0,2.0,5.0,3.0,268.0
115005,1.0,5.0,Mobile Phone,2,11.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Married,8.0,1,23.0,3.0,5.0,,208.0
95933,0.0,3.0,Mobile Phone,3,8.0,Debit Card,Male,3.0,3,Mobile Phone,3,Divorced,4.0,0,14.0,0.0,3.0,6.0,224.0
122321,1.0,11.0,Mobile Phone,2,9.0,Debit Card,Male,3.0,5,Fashion,3,Single,2.0,1,14.0,3.0,4.0,1.0,201.0
78470,1.0,6.0,Mobile Phone,3,17.0,Debit Card,Male,3.0,5,Fashion,5,Divorced,4.0,1,18.0,1.0,3.0,4.0,154.0
133963,1.0,11.0,Mobile Phone,2,18.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Married,3.0,0,17.0,0.0,1.0,2.0,139.0
112109,1.0,6.0,Mobile Phone,2,14.0,CC,Male,2.0,1,Mobile,2,Married,6.0,1,12.0,1.0,8.0,7.0,137.0
53371,1.0,13.0,Mobile Phone,2,9.0,Debit Card,Male,3.0,3,Mobile Phone,2,Married,4.0,1,11.0,2.0,6.0,11.0,227.0
120825,0.0,17.0,Phone,2,6.0,E wallet,Male,4.0,4,Fashion,1,Married,8.0,1,15.0,2.0,3.0,2.0,192.0
126488,1.0,5.0,Mobile Phone,1,,Debit Card,Male,2.0,3,Mobile,3,Single,2.0,1,23.0,4.0,3.0,5.0,166.0
65770,1.0,0.0,Mobile Phone,2,23.0,E wallet,Male,4.0,3,Mobile Phone,3,Married,5.0,1,15.0,1.0,2.0,0.0,147.0
110341,0.0,3.0,Mobile Phone,2,12.0,COD,Male,3.0,4,Laptop & Accessory,4,Married,1.0,1,17.0,5.0,5.0,3.0,163.0
130466,0.0,16.0,Mobile Phone,1,30.0,Debit Card,Female,3.0,3,Laptop & Accessory,2,Married,3.0,0,18.0,2.0,5.0,2.0,144.0
130314,1.0,3.0,Computer,2,20.0,E wallet,Male,2.0,3,Laptop & Accessory,2,Single,2.0,1,12.0,3.0,3.0,4.0,117.0
95322,0.0,2.0,Phone,1,10.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Married,2.0,0,11.0,0.0,1.0,5.0,104.0
92326,0.0,4.0,Phone,3,,Credit Card,Male,3.0,5,Laptop & Accessory,1,Divorced,9.0,0,17.0,1.0,1.0,1.0,156.0
133790,0.0,23.0,Mobile Phone,1,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Married,4.0,0,11.0,0.0,3.0,3.0,154.0
54016,0.0,7.0,Phone,2,5.0,Credit Card,Male,2.0,3,Mobile Phone,4,Divorced,7.0,0,15.0,2.0,5.0,2.0,187.0
121033,0.0,6.0,Phone,1,22.0,Credit Card,Female,3.0,4,Mobile,4,Single,1.0,0,26.0,3.0,6.0,6.0,147.0
105091,1.0,10.0,Phone,2,11.0,UPI,Male,3.0,5,Laptop & Accessory,1,Single,4.0,0,12.0,1.0,2.0,1.0,111.0
106821,1.0,5.0,Phone,2,9.0,CC,Male,4.0,3,Mobile Phone,5,Married,7.0,1,18.0,1.0,4.0,8.0,244.0
75167,1.0,12.0,Phone,2,7.0,Debit Card,Male,2.0,3,Others,4,Married,8.0,0,21.0,2.0,2.0,1.0,221.0
135124,0.0,5.0,Phone,1,34.0,Debit Card,Male,4.0,4,Laptop & Accessory,2,Married,1.0,0,,1.0,1.0,0.0,154.0
114572,0.0,13.0,Mobile Phone,2,9.0,Debit Card,Male,4.0,2,Mobile Phone,1,Married,4.0,1,15.0,2.0,5.0,5.0,171.0
108103,0.0,2.0,Phone,3,10.0,Debit Card,Male,3.0,3,Mobile Phone,2,Married,11.0,0,18.0,3.0,2.0,3.0,125.0
148682,0.0,25.0,Computer,3,13.0,Debit Card,Male,3.0,4,Mobile Phone,5,Married,10.0,0,,1.0,2.0,3.0,160.0
111886,0.0,12.0,Mobile Phone,2,8.0,UPI,Female,4.0,4,Mobile Phone,2,Married,1.0,0,15.0,3.0,4.0,2.0,159.0
58844,0.0,12.0,Computer,1,10.0,Credit Card,Male,3.0,5,Laptop & Accessory,3,Single,4.0,1,15.0,1.0,3.0,1.0,115.0
146044,0.0,15.0,Computer,1,16.0,Debit Card,Male,2.0,5,Mobile,5,Married,7.0,1,,1.0,2.0,5.0,169.0
133455,0.0,26.0,Phone,2,16.0,COD,Female,3.0,3,Laptop & Accessory,4,Single,3.0,0,12.0,5.0,8.0,6.0,160.0
119487,1.0,3.0,Mobile Phone,2,28.0,Debit Card,Female,3.0,3,Mobile Phone,4,Single,3.0,0,20.0,1.0,4.0,7.0,114.0
56093,0.0,13.0,Mobile Phone,3,7.0,Debit Card,Female,2.0,5,Mobile Phone,4,Married,3.0,0,12.0,0.0,3.0,,141.0
60760,1.0,1.0,Phone,3,18.0,Debit Card,Male,3.0,3,Mobile Phone,2,Married,1.0,0,17.0,4.0,2.0,2.0,106.0
116627,0.0,22.0,Mobile Phone,2,21.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Single,3.0,0,13.0,1.0,5.0,14.0,163.0
82597,0.0,21.0,Phone,2,12.0,Credit Card,Male,4.0,3,Fashion,1,Single,2.0,0,17.0,0.0,2.0,4.0,236.0
148577,0.0,10.0,Computer,2,7.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Married,7.0,0,19.0,0.0,1.0,2.0,130.0
146001,0.0,13.0,Mobile Phone,2,9.0,Credit Card,Male,4.0,4,Mobile Phone,2,Divorced,4.0,1,13.0,1.0,1.0,1.0,203.0
74841,0.0,6.0,Phone,1,17.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Married,5.0,0,12.0,2.0,2.0,1.0,111.0
109888,0.0,27.0,Mobile Phone,2,9.0,Debit Card,Male,3.0,2,Laptop & Accessory,2,Married,5.0,0,12.0,1.0,4.0,11.0,187.0
113957,0.0,23.0,Phone,2,14.0,Credit Card,Male,2.0,5,Mobile Phone,4,Married,5.0,1,17.0,2.0,3.0,8.0,183.0
148087,1.0,6.0,Mobile Phone,1,15.0,Debit Card,Male,4.0,6,Mobile,2,Married,4.0,0,13.0,1.0,5.0,7.0,207.0
104035,1.0,7.0,Computer,1,6.0,E wallet,Male,2.0,4,Laptop & Accessory,3,Married,3.0,1,15.0,2.0,3.0,3.0,154.0
113217,0.0,6.0,Mobile Phone,2,14.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Divorced,2.0,0,12.0,1.0,2.0,2.0,167.0
120214,0.0,2.0,Phone,2,7.0,Debit Card,Male,1.0,3,Mobile Phone,3,Single,4.0,0,17.0,1.0,4.0,5.0,170.0
83817,0.0,1.0,Phone,2,29.0,Debit Card,Male,2.0,3,Grocery,2,Married,4.0,0,14.0,2.0,6.0,5.0,190.0
112016,0.0,19.0,Mobile Phone,2,33.0,Credit Card,Male,4.0,2,Mobile,2,Married,6.0,1,15.0,2.0,5.0,4.0,209.0
115176,0.0,16.0,Mobile Phone,2,6.0,Debit Card,Male,3.0,5,Laptop & Accessory,4,Divorced,3.0,1,12.0,0.0,1.0,2.0,132.0
63140,1.0,11.0,Mobile Phone,2,11.0,Credit Card,Female,4.0,5,Mobile Phone,3,Single,6.0,0,20.0,3.0,5.0,16.0,241.0
110451,0.0,10.0,Mobile Phone,3,11.0,Debit Card,Male,,4,Laptop & Accessory,1,Divorced,1.0,1,17.0,3.0,2.0,3.0,151.0
114721,0.0,28.0,Computer,1,17.0,Debit Card,Male,4.0,5,Grocery,2,Married,6.0,1,22.0,5.0,6.0,,240.0
78260,1.0,8.0,Computer,2,16.0,Credit Card,Male,3.0,4,Laptop & Accessory,5,Single,3.0,1,11.0,3.0,3.0,6.0,117.0
113640,1.0,9.0,Mobile Phone,2,9.0,Debit Card,Male,3.0,2,Laptop & Accessory,3,Single,1.0,0,13.0,0.0,3.0,2.0,174.0
133858,0.0,11.0,Computer,1,36.0,Credit Card,Male,2.0,2,Fashion,4,Married,9.0,0,12.0,1.0,2.0,1.0,167.0
68532,0.0,7.0,Mobile Phone,1,7.0,Credit Card,Male,3.0,5,Fashion,3,Married,7.0,1,19.0,2.0,2.0,4.0,177.0
50094,0.0,19.0,Mobile Phone,2,21.0,UPI,Male,3.0,4,Mobile,3,Married,9.0,0,13.0,0.0,1.0,1.0,148.0
84499,1.0,9.0,Phone,2,5.0,Debit Card,Male,3.0,3,Mobile,2,Married,2.0,1,16.0,1.0,1.0,0.0,159.0
54868,0.0,20.0,Mobile Phone,2,9.0,Debit Card,Male,3.0,4,Fashion,5,Married,1.0,1,14.0,0.0,1.0,1.0,208.0
117366,0.0,29.0,Mobile Phone,2,6.0,E wallet,Male,2.0,4,Fashion,4,Divorced,3.0,0,12.0,1.0,6.0,10.0,214.0
123384,0.0,14.0,Phone,2,23.0,Credit Card,Male,3.0,5,Laptop & Accessory,4,Married,4.0,0,15.0,2.0,6.0,4.0,191.0
115777,0.0,9.0,Computer,1,34.0,COD,Female,3.0,4,Laptop & Accessory,3,Married,2.0,0,13.0,1.0,1.0,3.0,137.0
